contact_id,age,education,marital_status,income,kids,dt_customer,country,lifecycle_stage
7275,54,Master,Single,33316.00,2,2013-10-04,USA,Lead
8334,54,Master,Single,33316.00,2,2013-10-04,Spain,Lead
1987,38,Basic,Single,21063.00,1,2013-09-25,Spain,Lead
2281,55,Graduation,Single,33697.00,1,2013-09-15,Germany,Lead
7034,47,2n Cycle,Married,25804.00,1,2013-09-01,Canada,Lead
2797,48,Graduation,Married,72117.00,1,2013-08-20,Spain,Customer
3934,59,Graduation,Married,61286.00,1,2013-08-02,India,Lead
2493,59,Graduation,Married,61286.00,1,2013-08-02,Germany,Lead
3759,67,Graduation,Together,65196.00,2,2013-07-25,Spain,Customer
965,54,Graduation,Divorced,55635.00,1,2012-11-13,USA,Lead
7378,44,Master,Together,42021.00,1,2012-08-31,Spain,Lead
1859,53,Master,Married,75251.00,0,2012-08-27,Germany,Customer
6263,57,Graduation,Together,35322.00,3,2012-08-22,Spain,Lead
2072,56,PhD,Together,53374.00,1,2012-08-16,Canada,Customer
8908,66,Graduation,Married,87195.00,0,2014-05-08,Canada,Customer
738,44,2n Cycle,Single,42395.00,2,2014-04-04,India,Lead
10129,59,Graduation,Together,82427.00,0,2014-03-12,Spain,Customer
807,56,Master,Together,44602.00,2,2014-02-15,India,Lead
3334,74,Graduation,Married,94642.00,0,2014-02-12,Spain,Customer
5423,42,Graduation,Together,28359.00,1,2013-10-27,Saudi Arabia,Lead
4426,50,Graduation,Single,55801.00,2,2013-09-22,USA,Lead
10489,52,Graduation,Married,92955.00,0,2013-08-19,Saudi Arabia,Customer
2570,57,Graduation,Together,56534.00,1,2013-07-23,Spain,Lead
3834,63,Graduation,Single,69627.00,1,2013-03-17,USA,Lead
590,55,Master,Divorced,78579.00,0,2012-12-22,Spain,Customer
4791,45,Graduation,Together,44964.00,2,2012-12-16,Australia,Lead
5304,51,PhD,Single,30899.00,1,2012-10-13,Saudi Arabia,Lead
2426,61,PhD,Divorced,78825.00,0,2012-09-14,Spain,Lead
35,38,Graduation,Married,25545.00,1,2012-09-08,Spain,Lead
8041,54,PhD,Widow,47111.00,1,2012-09-08,Saudi Arabia,Customer
3584,70,PhD,Single,49667.00,0,2012-08-20,Canada,Customer
7718,78,Master,Together,66000.00,0,2014-04-20,Spain,Lead
8605,61,PhD,Together,46910.00,2,2014-03-23,Spain,Lead
1646,53,Basic,Married,25224.00,1,2014-03-16,Canada,Lead
9206,57,Graduation,Together,77382.00,1,2014-01-07,Spain,Customer
10757,58,PhD,Divorced,28420.00,1,2013-12-24,Spain,Lead
6885,48,Graduation,Divorced,32952.00,1,2013-12-01,Canada,Lead
907,50,Graduation,Married,46149.00,1,2013-11-29,Spain,Lead
1150,126,PhD,Together,83532.00,0,2013-09-26,Spain,Customer
3867,78,PhD,Together,73059.00,1,2013-08-31,Spain,Customer
3859,78,PhD,Together,73059.00,1,2013-08-31,Saudi Arabia,Customer
3265,66,Graduation,Married,35701.00,0,2013-03-19,Spain,Lead
4418,42,Master,Single,89616.00,0,2013-02-25,Canada,Customer
4611,55,Graduation,Together,105471.00,0,2013-01-21,Spain,Customer
4530,77,Master,Widow,78427.00,0,2012-10-24,Germany,Customer
7736,39,Graduation,Married,22518.00,1,2012-10-22,Spain,Lead
9949,49,Graduation,Married,59809.00,2,2012-10-18,Canada,Lead
942,43,Graduation,Single,39660.00,1,2012-08-08,Spain,Lead
6181,75,2n Cycle,Together,52203.00,0,2012-07-31,USA,Lead
7660,52,PhD,Alone,35860.00,2,2014-05-19,Canada,Lead
2055,52,PhD,Divorced,35860.00,2,2014-05-19,Spain,Lead
5107,52,PhD,Divorced,35860.00,2,2014-05-19,Spain,Lead
1626,52,PhD,Divorced,35860.00,2,2014-05-19,Saudi Arabia,Lead
6428,75,PhD,Widow,76842.00,0,2014-05-03,Spain,Customer
9617,74,Graduation,Single,15033.00,0,2014-04-16,Saudi Arabia,Lead
4339,55,PhD,Married,67353.00,1,2013-12-31,Australia,Lead
7235,50,2n Cycle,Married,17003.00,1,2013-12-09,Germany,Lead
8527,60,Master,Together,65735.00,2,2013-12-07,Spain,Lead
1968,54,Graduation,Widow,45684.00,1,2013-12-02,Saudi Arabia,Lead
9862,56,Graduation,Together,21918.00,1,2013-11-14,Canada,Lead
11075,47,Graduation,Married,51267.00,2,2013-10-29,Canada,Lead
6658,53,Graduation,Together,59868.00,1,2013-07-22,Spain,Customer
4552,34,Graduation,Married,51373.00,0,2013-06-22,Spain,Lead
10377,67,Master,Together,46692.00,1,2013-06-06,Spain,Lead
5336,54,Master,Together,157733.00,1,2013-06-04,Spain,Lead
10350,75,PhD,Married,54432.00,3,2013-05-09,Spain,Lead
11071,41,Graduation,Single,79607.00,0,2013-04-21,Canada,Customer
11100,53,Graduation,Divorced,51813.00,2,2013-04-11,Canada,Lead
6516,36,Basic,Married,17487.00,1,2013-03-18,Australia,Lead
1734,57,PhD,Together,40706.00,3,2013-01-17,Saudi Arabia,Lead
2131,66,PhD,Divorced,62859.00,1,2012-12-30,Spain,Customer
6439,67,Graduation,Married,61074.00,1,2012-08-17,Saudi Arabia,Customer
10591,56,Graduation,Widow,43638.00,1,2012-08-06,Spain,Lead
9797,69,Graduation,Married,58116.00,1,2014-04-13,Spain,Lead
9336,56,PhD,Widow,62187.00,1,2014-03-22,Spain,Lead
2174,71,Graduation,Single,46344.00,2,2014-03-08,USA,Lead
3197,45,Graduation,Married,77353.00,1,2013-12-16,Spain,Lead
9185,59,PhD,Single,69759.00,0,2013-10-28,Spain,Customer
905,39,Graduation,Divorced,21846.00,1,2013-10-22,Saudi Arabia,Lead
10858,50,Graduation,Together,76532.00,2,2013-09-09,Spain,Lead
8925,60,Master,Married,70053.00,1,2013-07-03,Spain,Customer
2499,67,2n Cycle,Single,75342.00,1,2013-05-06,Spain,Lead
1109,43,Master,Together,27590.00,1,2013-04-23,Spain,Lead
326,52,Graduation,Married,51148.00,2,2013-02-18,India,Lead
10967,62,Graduation,Divorced,33378.00,2,2013-02-06,Saudi Arabia,Lead
5370,52,PhD,Married,32644.00,1,2013-01-16,Spain,Lead
2098,56,PhD,Married,33581.00,2,2013-01-08,Spain,Lead
1773,47,2n Cycle,Married,12393.00,0,2012-12-04,Saudi Arabia,Lead
5036,41,PhD,Single,42710.00,1,2012-11-28,Spain,Lead
4856,68,2n Cycle,Married,82347.00,0,2012-11-06,India,Customer
8722,68,2n Cycle,Married,82347.00,0,2012-11-06,Canada,Customer
2156,70,PhD,Married,22554.00,2,2012-11-03,Spain,Lead
2569,38,Graduation,Married,17323.00,0,2012-10-10,USA,Lead
10151,65,Graduation,Divorced,62204.00,2,2012-09-12,Spain,Lead
10473,69,PhD,Widow,78028.00,1,2012-09-10,Spain,Lead
7079,63,Graduation,Divorced,63887.00,1,2012-09-08,Saudi Arabia,Customer
6875,60,PhD,Together,32727.00,0,2012-08-28,Canada,Lead
6728,40,Graduation,Together,29103.00,1,2012-08-27,Spain,Lead
2471,60,Graduation,Married,61482.00,0,2014-06-27,Saudi Arabia,Lead
49,55,Graduation,Single,20587.00,1,2014-05-11,Canada,Lead
4973,55,Graduation,Single,20587.00,1,2014-05-11,Canada,Lead
6387,49,PhD,Together,52190.00,2,2014-05-08,Saudi Arabia,Lead
5866,51,Graduation,Together,48186.00,1,2014-03-20,Spain,Lead
8523,57,Graduation,Married,19329.00,1,2013-12-14,Canada,Lead
7901,54,Master,Married,34109.00,1,2013-11-06,Australia,Lead
898,39,Graduation,Married,23477.00,1,2013-10-21,Spain,Lead
10242,59,PhD,Together,47472.00,2,2013-09-16,Spain,Lead
5835,49,PhD,Divorced,14849.00,1,2013-07-02,Spain,Lead
6919,47,2n Cycle,Married,26224.00,1,2013-06-04,Spain,Lead
6197,63,PhD,Single,27238.00,2,2013-04-20,Spain,Lead
10475,55,Master,Together,,1,2013-04-01,USA,Lead
4201,63,Graduation,Single,57967.00,1,2013-03-03,India,Lead
5092,76,PhD,Widow,51569.00,1,2013-02-12,Spain,Lead
6566,71,PhD,Married,72550.00,2,2012-11-08,Australia,Customer
6613,55,Master,Married,44511.00,1,2012-10-12,Australia,Lead
9094,70,2n Cycle,Married,62972.00,1,2012-08-03,Spain,Lead
9847,70,2n Cycle,Married,62972.00,1,2012-08-03,Spain,Lead
10767,36,PhD,Together,77845.00,0,2014-05-16,USA,Customer
7943,50,PhD,Married,36663.00,1,2014-04-25,Saudi Arabia,Lead
1055,49,Master,Married,53204.00,2,2014-03-20,Germany,Lead
1458,43,Master,Married,21059.00,1,2014-01-07,Spain,Lead
8402,72,Master,Married,67087.00,1,2013-12-17,Australia,Lead
6246,72,Graduation,Single,73892.00,0,2013-11-13,Canada,Customer
4654,33,Graduation,Together,75114.00,0,2013-11-07,Saudi Arabia,Customer
6103,77,Graduation,Married,42192.00,0,2013-09-06,Australia,Lead
8147,65,Graduation,Married,31454.00,2,2013-07-06,Spain,Lead
10207,47,Graduation,Together,22775.00,1,2013-06-19,Saudi Arabia,Lead
4838,47,Graduation,Together,22775.00,1,2013-06-19,India,Lead
10219,53,Graduation,Together,31590.00,1,2013-06-18,Canada,Lead
2176,53,Graduation,Married,80134.00,1,2013-05-20,Saudi Arabia,Customer
9121,53,Graduation,Married,80134.00,1,2013-05-20,Australia,Customer
5802,53,Basic,Married,14188.00,0,2013-02-28,Germany,Lead
10790,40,PhD,Married,18169.00,1,2013-02-19,Spain,Lead
178,69,Graduation,Married,62503.00,1,2013-02-18,Spain,Lead
2308,71,Graduation,Married,46734.00,1,2012-11-18,Spain,Lead
7431,34,PhD,Single,68126.00,0,2012-11-10,Canada,Customer
9405,71,PhD,Married,52869.00,2,2012-10-15,Saudi Arabia,Lead
10525,39,Graduation,Single,26576.00,1,2012-10-13,Spain,Lead
7503,49,Graduation,Single,75825.00,0,2012-10-12,Germany,Customer
8783,75,Graduation,Married,57045.00,1,2012-09-08,Australia,Lead
1403,50,2n Cycle,Together,34984.00,2,2012-09-06,Spain,Lead
4643,52,Graduation,Married,27803.00,1,2012-08-26,Australia,Lead
3463,50,PhD,Married,69283.00,1,2014-06-14,India,Lead
4055,33,Basic,Single,18746.00,1,2014-05-29,Spain,Lead
7010,60,2n Cycle,Married,70924.00,0,2014-04-07,Spain,Customer
4767,60,2n Cycle,Married,70924.00,0,2014-04-07,Spain,Customer
1927,52,2n Cycle,Together,69401.00,1,2014-03-23,Germany,Lead
437,49,Master,Divorced,75012.00,0,2014-01-25,Australia,Customer
4331,47,Master,Together,85738.00,0,2014-01-23,Spain,Customer
4084,50,Graduation,Together,60934.00,1,2014-01-17,Canada,Lead
8135,39,Master,Married,27161.00,1,2013-10-28,Saudi Arabia,Lead
9750,64,PhD,Divorced,64325.00,1,2013-02-07,Spain,Customer
6682,52,Basic,Married,18978.00,1,2012-12-11,Spain,Lead
10581,48,Graduation,Married,41124.00,1,2012-10-31,Spain,Lead
3710,41,PhD,Single,39684.00,1,2012-10-12,Spain,Lead
5207,62,PhD,Married,53378.00,2,2012-09-24,Spain,Lead
9360,43,Graduation,Married,37040.00,0,2012-08-08,USA,Lead
4679,48,Master,Married,78710.00,1,2014-05-23,Spain,Customer
1340,39,Graduation,Married,92910.00,0,2014-04-24,Spain,Customer
10839,49,Graduation,Together,36283.00,2,2014-04-14,Canada,Lead
5303,51,PhD,Together,79632.00,0,2014-04-08,Saudi Arabia,Customer
9829,47,Graduation,Together,28587.00,1,2014-02-12,Spain,Lead
10469,44,Graduation,Together,88325.00,0,2014-02-05,India,Customer
3602,67,Master,Married,51412.00,1,2013-12-31,Spain,Lead
4756,73,2n Cycle,Divorced,63998.00,0,2013-12-20,Spain,Customer
8181,47,2n Cycle,Single,38593.00,1,2013-09-13,Spain,Lead
6958,48,Master,Married,27889.00,1,2013-07-05,Australia,Lead
10856,45,2n Cycle,Single,45889.00,1,2013-07-02,Canada,Lead
3321,58,PhD,Together,56575.00,2,2013-05-05,Canada,Lead
5394,46,Basic,Single,16014.00,2,2013-03-17,Spain,Lead
433,67,Master,Alone,61331.00,2,2013-03-10,Canada,Lead
6320,49,Master,Single,70893.00,0,2013-02-06,Spain,Customer
5376,46,Graduation,Married,2447.00,1,2013-01-06,USA,Customer
1867,68,Graduation,Single,64849.00,0,2012-11-13,Spain,Customer
4324,36,Graduation,Married,42387.00,1,2012-10-29,Spain,Lead
3661,30,2n Cycle,Single,80617.00,0,2012-10-12,India,Customer
521,40,Graduation,Together,54006.00,1,2012-09-18,Spain,Lead
10403,47,Graduation,Together,16531.00,1,2014-06-18,Canada,Lead
7186,59,PhD,Together,30843.00,2,2014-05-26,India,Lead
4329,41,PhD,Married,18988.00,1,2014-05-23,Australia,Lead
4394,60,PhD,Married,81051.00,0,2014-05-23,Spain,Customer
1717,37,Graduation,Single,39747.00,1,2014-04-13,Saudi Arabia,Lead
1016,66,PhD,Single,34554.00,1,2014-03-30,Canada,Lead
3783,66,PhD,Married,52854.00,2,2014-03-24,Saudi Arabia,Lead
5848,55,Graduation,Together,81205.00,0,2014-01-13,India,Customer
10727,55,PhD,Married,69084.00,1,2013-11-19,Spain,Customer
5299,55,PhD,Married,69084.00,1,2013-11-19,Spain,Customer
6872,51,PhD,Married,65352.00,1,2013-08-21,Saudi Arabia,Lead
1143,53,Graduation,Married,22063.00,1,2013-08-08,Canada,Lead
10381,46,Graduation,Single,47691.00,1,2013-07-05,Spain,Lead
11007,57,PhD,Married,29187.00,1,2013-05-09,Spain,Lead
9145,53,Graduation,Single,72504.00,1,2013-04-06,Canada,Customer
5267,55,Graduation,Divorced,33986.00,1,2013-03-14,Spain,Lead
9738,39,Master,Together,42386.00,1,2013-01-13,Saudi Arabia,Lead
10212,39,Master,Together,42386.00,1,2013-01-13,India,Lead
10010,72,PhD,Divorced,36957.00,2,2012-09-06,Australia,Lead
10069,37,Basic,Together,13724.00,1,2012-08-31,Saudi Arabia,Lead
2694,58,Graduation,Married,42664.00,1,2014-03-18,Spain,Lead
10613,67,PhD,Together,37334.00,2,2014-02-26,Spain,Lead
4646,74,2n Cycle,Married,78497.00,0,2013-12-01,Canada,Lead
6935,74,2n Cycle,Married,78497.00,0,2013-12-01,India,Lead
5596,69,2n Cycle,Together,58821.00,1,2013-10-12,Saudi Arabia,Lead
1044,72,Graduation,Together,58398.00,0,2013-05-14,Australia,Lead
9274,64,Master,Married,80950.00,0,2013-03-28,Saudi Arabia,Customer
9076,45,PhD,Married,30732.00,1,2013-01-05,Saudi Arabia,Lead
4947,59,2n Cycle,Single,89572.00,0,2012-09-15,Spain,Customer
10176,57,Graduation,Single,57107.00,1,2012-08-24,Spain,Lead
3507,55,Graduation,Single,76467.00,1,2012-08-17,USA,Customer
9235,68,Graduation,Single,,2,2014-05-27,Germany,Lead
10341,77,Graduation,Together,51315.00,0,2014-02-23,Australia,Lead
2639,59,Graduation,Single,43602.00,2,2014-01-10,Saudi Arabia,Lead
6201,47,Graduation,Single,38643.00,2,2013-11-29,Spain,Lead
7397,74,Graduation,Single,49090.00,1,2013-07-19,Spain,Lead
2181,55,Graduation,Married,70617.00,0,2013-06-23,Spain,Customer
1204,55,PhD,Married,67536.00,1,2013-05-22,Saudi Arabia,Customer
1170,50,Graduation,Married,27573.00,1,2013-03-25,Spain,Lead
8812,46,2n Cycle,Divorced,13533.00,1,2013-03-10,Spain,Lead
4690,72,Graduation,Married,50725.00,1,2013-02-13,Canada,Lead
1715,47,Graduation,Together,25851.00,1,2013-02-11,Australia,Lead
10821,47,Graduation,Married,57113.00,2,2013-02-06,Spain,Lead
6543,80,Master,Together,62847.00,0,2013-01-15,Canada,Customer
7119,43,Graduation,Single,68627.00,0,2013-01-12,Saudi Arabia,Lead
3518,42,Graduation,Married,25271.00,1,2012-12-05,India,Lead
1245,59,Graduation,Single,63810.00,1,2012-11-11,Spain,Customer
2561,59,Graduation,Single,63810.00,1,2012-11-11,Germany,Customer
9624,67,PhD,Together,65488.00,0,2014-06-13,Spain,Lead
10509,70,Master,Single,36927.00,2,2014-06-02,USA,Lead
7629,48,Graduation,Married,22108.00,2,2014-05-08,Spain,Lead
7875,76,Graduation,Married,72025.00,0,2014-04-29,Australia,Customer
2815,50,Graduation,Married,33183.00,1,2014-02-24,Spain,Lead
2936,43,Master,Together,23661.00,1,2013-12-04,Saudi Arabia,Lead
3665,48,2n Cycle,Together,25315.00,1,2013-11-07,Spain,Lead
10888,64,Graduation,Single,45938.00,0,2013-11-03,USA,Lead
6637,37,Graduation,Single,66951.00,0,2013-11-02,India,Customer
5077,46,Graduation,Together,77298.00,1,2013-11-02,Canada,Lead
6173,46,Graduation,Together,77298.00,1,2013-11-02,Spain,Lead
3969,51,Master,Together,43018.00,1,2013-11-01,Germany,Lead
4580,56,Graduation,Married,75759.00,0,2013-10-25,Saudi Arabia,Customer
663,36,PhD,Single,33996.00,0,2013-09-11,Spain,Lead
8299,36,PhD,Single,33996.00,0,2013-09-11,Saudi Arabia,Lead
8945,55,Graduation,Divorced,54137.00,1,2013-08-16,Saudi Arabia,Lead
10870,58,Graduation,Married,61223.00,1,2013-06-13,Saudi Arabia,Customer
1184,57,PhD,Divorced,69674.00,2,2013-05-22,Saudi Arabia,Lead
6141,53,Master,Single,49494.00,1,2013-04-25,Canada,Lead
8825,63,Graduation,Together,51195.00,2,2013-04-01,Saudi Arabia,Lead
2217,50,2n Cycle,Married,37284.00,2,2013-03-29,India,Lead
4102,50,2n Cycle,Married,37284.00,2,2013-03-29,Spain,Lead
4653,47,Graduation,Together,42011.00,1,2013-03-26,Saudi Arabia,Lead
10092,71,Graduation,Divorced,70044.00,1,2013-02-18,Spain,Customer
5788,53,Graduation,Together,46053.00,1,2013-02-17,Germany,Lead
4669,44,Basic,Married,24480.00,1,2013-02-11,Saudi Arabia,Lead
6295,48,Graduation,Married,54233.00,1,2013-02-04,Spain,Lead
7453,71,Graduation,Single,36130.00,1,2013-02-02,Spain,Lead
10841,50,PhD,Together,56559.00,1,2012-12-25,Spain,Lead
821,33,Master,Single,92859.00,0,2012-10-19,Canada,Customer
3933,45,Graduation,Together,44010.00,1,2012-10-13,Saudi Arabia,Lead
1225,62,Graduation,Married,80124.00,0,2014-06-26,Saudi Arabia,Customer
7059,62,Graduation,Married,80124.00,0,2014-06-26,Spain,Customer
5633,45,Graduation,Married,50183.00,2,2014-06-25,Saudi Arabia,Lead
843,54,Graduation,Married,64722.00,1,2014-05-26,Spain,Lead
6211,49,PhD,Together,37395.00,1,2014-05-02,Spain,Lead
7007,57,Master,Married,29543.00,2,2014-04-01,Spain,Lead
9671,57,Graduation,Married,19514.00,2,2014-01-26,Spain,Lead
8975,57,Graduation,Married,19514.00,2,2014-01-26,Spain,Lead
6616,50,Graduation,Together,59481.00,1,2013-10-23,Spain,Lead
6248,78,Master,Single,91712.00,0,2013-10-17,Spain,Customer
7428,50,Graduation,Together,80144.00,0,2013-09-30,Australia,Customer
3075,53,PhD,Married,59973.00,0,2013-09-11,Spain,Lead
2937,51,PhD,Single,68352.00,1,2013-08-28,Canada,Lead
203,50,Master,Single,81169.00,0,2013-04-14,Spain,Customer
2021,50,Graduation,Married,61456.00,1,2013-03-27,Spain,Customer
880,59,Basic,Together,22634.00,0,2013-01-16,Spain,Lead
524,59,Basic,Together,22634.00,0,2013-01-16,Australia,Lead
10837,50,Graduation,Married,23957.00,1,2012-10-28,Canada,Lead
7011,52,Graduation,Married,33471.00,1,2012-10-12,Saudi Arabia,Lead
4184,75,PhD,Together,52157.00,1,2014-06-07,Spain,Lead
7679,40,PhD,Single,30298.00,0,2014-05-19,Spain,Lead
7485,75,PhD,Widow,56551.00,2,2014-05-07,Saudi Arabia,Lead
7530,75,PhD,Widow,56551.00,2,2014-05-07,Spain,Lead
4369,68,Master,Absurd,65487.00,0,2014-01-10,Canada,Customer
10652,68,Master,Together,65487.00,0,2014-01-10,Canada,Customer
286,73,Graduation,Single,44213.00,2,2013-11-29,Spain,Lead
5922,51,PhD,Married,40344.00,1,2013-10-13,Spain,Lead
7250,47,Graduation,Together,57867.00,1,2013-10-01,Canada,Lead
2478,52,Graduation,Married,25410.00,1,2013-08-31,Spain,Lead
1160,55,Graduation,Married,13260.00,2,2013-08-23,Spain,Lead
9214,34,Graduation,Married,42691.00,0,2013-08-16,Spain,Lead
273,55,Master,Married,36138.00,2,2013-07-16,Germany,Lead
851,53,Master,Married,57136.00,2,2013-07-09,Canada,Lead
9729,70,Graduation,Widow,58275.00,2,2013-06-02,Germany,Lead
9665,68,PhD,Divorced,54237.00,1,2013-04-27,Saudi Arabia,Lead
2620,51,PhD,Married,34596.00,1,2013-04-13,Saudi Arabia,Lead
8254,51,PhD,Married,34596.00,1,2013-04-13,Germany,Lead
3852,64,Master,Together,74881.00,2,2013-03-08,India,Lead
1000,64,Master,Together,74881.00,2,2013-03-08,Spain,Lead
3099,55,Graduation,Divorced,44267.00,2,2013-02-25,Spain,Lead
6318,37,Graduation,Married,68487.00,0,2013-01-13,Canada,Customer
5396,37,Graduation,Married,68487.00,0,2013-01-13,Australia,Customer
7966,66,Graduation,Single,80982.00,2,2013-01-08,Spain,Customer
454,45,Graduation,Together,69508.00,1,2012-11-14,Saudi Arabia,Customer
309,64,PhD,Together,63342.00,1,2012-10-16,Saudi Arabia,Customer
3571,64,PhD,Together,63342.00,1,2012-10-16,Spain,Customer
8395,64,Graduation,Single,82014.00,0,2012-08-20,Saudi Arabia,Customer
2591,66,Graduation,Widow,76320.00,1,2014-06-22,USA,Lead
1640,71,Graduation,Divorced,64587.00,2,2014-06-22,Spain,Lead
810,50,Graduation,Married,74190.00,1,2014-05-12,Spain,Lead
9423,46,Master,Married,32765.00,1,2014-02-23,Spain,Lead
4345,61,2n Cycle,Single,,2,2014-01-12,Australia,Lead
89,50,2n Cycle,Married,22212.00,1,2013-12-09,Saudi Arabia,Lead
5294,36,Graduation,Single,18358.00,1,2013-11-20,Spain,Lead
1321,51,Graduation,Married,26067.00,1,2013-11-04,Canada,Lead
2686,56,Basic,Together,22390.00,0,2013-10-21,Australia,Lead
1215,47,Graduation,Together,70440.00,0,2013-10-08,Spain,Customer
9283,47,Graduation,Single,60199.00,3,2013-09-12,Canada,Lead
3120,44,Graduation,Together,38547.00,1,2013-08-28,Canada,Lead
5868,45,Graduation,Married,19107.00,1,2013-08-22,Canada,Lead
8143,40,PhD,Single,37929.00,0,2013-07-30,Spain,Lead
3479,75,Graduation,Single,16813.00,0,2013-07-19,Canada,Lead
7214,68,Graduation,Married,62187.00,0,2013-07-05,Spain,Customer
5543,59,Graduation,Together,57811.00,1,2013-06-24,Spain,Lead
9347,69,Master,Together,50943.00,1,2013-06-21,Spain,Lead
10160,69,Master,Together,50943.00,1,2013-06-21,Spain,Lead
1406,50,Graduation,Single,53201.00,2,2013-02-12,Spain,Lead
7019,62,Graduation,Together,54414.00,2,2013-01-23,Saudi Arabia,Lead
2157,53,Graduation,Together,26290.00,2,2013-01-12,Canada,Lead
8939,66,Graduation,Divorced,61250.00,1,2012-12-16,Spain,Lead
10250,78,Basic,Together,28389.00,0,2012-11-20,Spain,Lead
1272,60,Master,Single,55250.00,1,2012-10-21,Australia,Lead
3007,59,Graduation,Together,37758.00,2,2012-10-04,India,Lead
5513,59,Graduation,Together,37758.00,2,2012-10-04,Spain,Lead
679,68,PhD,Married,37633.00,2,2012-09-20,Spain,Lead
8876,62,PhD,Together,33629.00,2,2012-08-08,Spain,Lead
10827,58,PhD,Married,36947.00,2,2012-08-07,Australia,Lead
7300,73,Graduation,Divorced,69142.00,1,2014-06-29,India,Lead
4268,66,Graduation,Married,53154.00,1,2014-06-09,USA,Lead
4603,65,PhD,Married,65695.00,1,2014-01-31,Spain,Lead
8659,73,PhD,Together,69805.00,1,2014-01-21,Germany,Customer
10708,47,2n Cycle,Single,36975.00,1,2013-12-28,Spain,Lead
1176,52,Graduation,Married,26228.00,1,2013-09-22,Spain,Lead
10380,53,Master,Married,37787.00,1,2013-09-20,India,Lead
7037,51,PhD,Married,37087.00,1,2013-08-11,Saudi Arabia,Lead
11096,73,2n Cycle,Together,57247.00,1,2013-08-08,Spain,Lead
6374,71,PhD,Married,36930.00,1,2013-05-17,Spain,Lead
5552,62,Master,Divorced,48721.00,2,2013-05-13,Saudi Arabia,Lead
2245,56,Master,Married,43641.00,2,2013-04-22,Spain,Lead
6200,74,Graduation,Married,75903.00,1,2013-04-08,Spain,Lead
9904,69,Graduation,Married,71391.00,1,2013-03-29,Canada,Customer
10031,49,PhD,Married,16927.00,2,2013-02-10,Saudi Arabia,Lead
6642,64,Graduation,Divorced,27215.00,3,2013-01-23,Saudi Arabia,Lead
10882,49,Graduation,Married,53858.00,1,2012-11-09,Spain,Lead
5636,62,Graduation,Single,30983.00,0,2012-11-09,India,Lead
8692,73,Graduation,Together,43462.00,2,2012-09-12,Spain,Lead
8091,69,Graduation,Married,63943.00,1,2012-09-02,India,Customer
8080,39,Graduation,Single,26816.00,0,2012-08-17,India,Lead
8370,49,2n Cycle,Together,75484.00,1,2012-08-02,Canada,Customer
4550,59,Master,Together,33564.00,1,2014-06-24,Spain,Lead
3381,72,Master,Married,54348.00,2,2014-06-08,Canada,Lead
10556,66,Graduation,Married,54984.00,1,2014-05-24,Spain,Lead
9467,41,Graduation,Single,34738.00,1,2014-05-11,Spain,Lead
2891,62,Graduation,Divorced,68118.00,1,2013-10-18,USA,Lead
5011,62,Graduation,Divorced,68118.00,1,2013-10-18,Spain,Lead
8140,52,Graduation,Together,22682.00,1,2013-10-03,Australia,Lead
11039,50,Graduation,Married,51948.00,1,2013-09-17,Spain,Lead
78,56,Graduation,Married,25293.00,1,2013-09-15,Spain,Lead
5517,56,Graduation,Married,25293.00,1,2013-09-15,Australia,Lead
5290,61,PhD,Married,41551.00,2,2013-08-14,Canada,Lead
4128,63,PhD,Together,56067.00,1,2013-07-20,Saudi Arabia,Lead
8534,73,Graduation,Married,67433.00,2,2013-07-16,Spain,Lead
9592,42,Graduation,Together,22010.00,1,2013-06-30,Spain,Lead
8957,73,2n Cycle,Single,64831.00,2,2013-06-10,Saudi Arabia,Customer
9308,71,Graduation,Married,62820.00,0,2013-05-11,Saudi Arabia,Lead
544,71,Graduation,Married,62820.00,0,2013-05-11,Spain,Lead
5989,66,2n Cycle,Divorced,78353.00,1,2013-04-16,Canada,Customer
635,59,Master,Married,57183.00,2,2013-03-19,Spain,Lead
6673,60,Graduation,Single,23478.00,0,2013-03-19,USA,Lead
1710,47,Graduation,Single,30168.00,1,2013-03-07,Spain,Lead
523,36,Graduation,Married,37155.00,1,2013-01-31,Spain,Lead
8977,40,Basic,Single,16581.00,0,2013-01-12,Spain,Lead
9736,45,Graduation,Married,41850.00,2,2012-12-24,USA,Lead
1544,58,Master,Divorced,81380.00,0,2012-12-22,Canada,Customer
6575,44,Graduation,Together,56386.00,2,2012-10-27,Saudi Arabia,Lead
6147,54,Graduation,Divorced,25818.00,1,2012-10-18,Germany,Lead
6354,41,Graduation,Together,15345.00,1,2012-08-31,Spain,Lead
4769,48,Master,Together,57954.00,2,2014-06-18,Spain,Lead
7540,73,Graduation,Married,50300.00,1,2014-05-25,Spain,Lead
5247,70,PhD,Married,38725.00,2,2014-05-10,Spain,Lead
5987,36,2n Cycle,Together,10404.00,1,2014-05-04,Spain,Lead
9960,34,Basic,Single,26868.00,1,2014-04-30,Saudi Arabia,Lead
10972,76,Graduation,Widow,72298.00,0,2014-03-10,Spain,Lead
1399,67,Graduation,Married,72905.00,0,2014-01-21,Spain,Customer
2698,49,Graduation,Single,47025.00,1,2013-11-07,USA,Lead
6340,40,Graduation,Single,29938.00,1,2013-10-27,Saudi Arabia,Lead
4107,77,PhD,Together,46681.00,2,2013-10-08,Spain,Lead
10906,77,PhD,Together,46681.00,2,2013-10-08,Saudi Arabia,Lead
